# U-value (eV)    Formation Energy (eV)
0.0000 -3.7959
0.5000 -2.9979
1.0000 -2.2082
1.5000 -1.4271
1.6000 -1.2720
1.7000 -1.1171
1.8000 -0.9626
1.9000 -0.8085
2.0000 -0.6548
2.5000 0.1088
3.0000 0.8635
3.5000 1.6092
4.0000 2.3459
4.5000 3.0731
5.0000 3.7906
